HOMO,LUMO,dipolemoment,H_T1_S1,H_T1_S0,f,density_Pt,CT_S1,R_EH _S1a,LAMBDA_S1,R_EH _S1b,CT_S2,R_EH _S2a,LAMBDA_S2,R_EH _S2b,CT_S3,R_EH _S3a,LAMBDA_S3,R_EH _S3b,CT_T1,R_EH _T1a,LAMBDA_T1,R_EH _T1b,CT_T2,R_EH _T2a,LAMBDA_T2,R_EH _T2b,CT_T3,R_EH _T3a,LAMBDA_T3,R_EH _T3b,coor_bond_type (1),coor_bond_type (2),coor_bond_type (3),coor_bond_type (4),coor_bond_length (1),coor_bond_length (2),coor_bond_length (3),coor_bond_length (4),density_coor (1),density_coor (2),density_coor (3),density_coor (4),Calc_lambda,refractive index,lambda
-0.242572891,-0.107231117,21.69633129,253.12,10.61,-8.63,14.1212793,0.8337,0.6147,4.976,0.55,0.8445,0.6762,5.2071,0.7383,0.8013,0.2674,4.5286,2.5587,0.7076,0.7031,3.9277,1.8439,0.7355,0.5569,4.3157,0.3577,0.7676,0.6246,4.4893,0.8107,2,1,2,4,1.967148698,1.998984242,2.182436712,2.37796825,5.32447851,4.841151934,5.324938606,8.105006969,561.7163151,1.4448,530
-0.215333754,-0.091370858,14.62665425,58.2,184.89,-9.74,14.1212795,0.8057,0.6611,5.0643,2.3595,0.9302,0.4635,6.5891,5.3774,0.9289,0.5032,6.9665,4.3304,0.7359,0.6461,4.4036,2.6259,0.8243,0.4937,5.5011,4.7893,0.7135,0.5655,3.9838,1.6622,2,1,2,4,1.966445016,1.988354848,2.175889933,2.395508088,5.324508466,4.84096276,5.324946834,8.105005812,607.6941926,1.4448,563
-0.214306806,-0.10570902,12.93049992,51.17,51.45,-8.5,14.12128616,0.9097,0.4698,6.4531,4.9741,0.8623,0.4741,4.7866,2.8164,0.9558,0.348,6.8055,5.5194,0.8525,0.48,5.9927,4.7248,0.8205,0.4819,4.5264,2.7353,0.7147,0.595,4.5021,1.6703,1,2,1,2,1.922395641,1.990273599,2.027373917,2.177689142,4.842737217,5.324720369,4.840887317,5.325060558,628.2998409,1.4448,603
-0.215915618,-0.084994949,2.12837307,7.34,25.24,-7.78,14.12128146,0.8893,0.505,5.4067,3.1857,0.9459,0.2845,6.068,4.6731,0.8488,0.2717,4.461,2.6498,0.784,0.5272,4.8243,2.8855,0.8757,0.3257,5.3307,4.1862,0.6335,0.7355,3.3337,0.5443,1,1,2,2,1.952296084,2.005000998,2.078492001,2.078492001,4.841360576,4.843034612,5.324774811,5.324772815,502.0385193,1.4448,486
-0.197389039,-0.068287308,9.01264829,6.48,39.44,-7.09,14.12128239,0.906,0.6007,5.5715,2.2758,0.9285,0.5288,5.6301,2.7391,0.8817,0.6734,5.1519,1.2539,0.7892,0.6072,4.808,2.1298,0.7722,0.6331,4.4427,1.7787,0.874,0.571,5.2364,2.3581,1,1,2,2,1.973566822,1.993244842,2.158292381,2.18100917,4.840456356,4.840219383,5.324749003,5.325416398,512.5576627,1.4448,491
-0.236121179,-0.087860072,7.70217029,46.89,197.68,-7.61,14.12127973,0.7706,0.7159,3.769,0.662,0.8529,0.5785,4.4305,0.3693,0.7324,0.2925,3.3498,2.0781,0.6804,0.7135,3.415,0.7493,0.7697,0.6412,4.0214,1.3437,0.6953,0.6465,3.469,1.5232,1,2,2,4,1.918026329,2.045474517,2.086229613,2.488007235,4.841189685,5.324702936,5.324630763,8.104996673,508.8244104,1.4448,465
-0.191484528,-0.075303534,9.5697321,33.6,242.19,-7.98,14.12127596,0.866,0.512,5.6706,2.9733,0.8944,0.3839,6.4225,4.4384,0.9373,0.382,7.5562,2.2467,0.7556,0.5171,4.404,2.8783,0.7288,0.4792,3.8404,5.0882,0.7764,0.4699,5.1603,1.1722,2,2,3,3,1.97102968,1.976836614,2.042601772,2.04522346,5.324453473,5.324428436,5.744259642,5.744924962,632.3078727,1.4448,568
-0.20483313,-0.080888725,6.00301557,76.82,18.07,-9.12,14.12127923,0.9124,0.6265,5.124,2.2216,0.8758,0.5591,4.8535,2.218,0.8393,0.6865,4.5327,1.0228,0.7928,0.6221,4.5908,1.7906,0.8303,0.562,4.4778,1.8723,0.7718,0.6926,3.9989,1.082,1,2,2,3,1.958333475,2.016357359,2.065128083,2.160027083,4.840566524,5.324287845,5.324302509,5.74498718,563.083518,1.4448,531
-0.203245363,-0.062108655,10.22473423,24.2,93.67,-7.12,14.1212816,0.9236,0.6015,5.5455,2.0819,0.9292,0.4999,5.8995,3.2389,0.859,0.6217,5.1932,1.9929,0.7401,0.6091,4.3831,1.9737,0.7538,0.6052,4.3781,1.2647,0.792,0.5971,4.7886,2.1492,1,1,2,2,1.977539886,1.994009278,2.161619994,2.250840954,4.840205786,4.840581934,5.324805147,5.32481956,471.7052907,1.4448,460
-0.220757237,-0.089461868,15.56262923,114.46,35.73,-11.9,14.1212789,0.8823,0.6421,5.1643,2.5812,0.9608,0.3998,6.7558,5.7137,0.8042,0.6414,4.7002,1.2527,0.7213,0.6295,3.7959,2.9088,0.7518,0.6063,4.3811,1.883,0.7839,0.571,4.7448,2.3481,2,1,2,4,1.975851462,2.003785667,2.177917583,2.386653096,5.32450944,4.840860773,5.324939288,8.105004565,582.8957698,1.4448,529
-0.2006094,-0.079182753,10.86631982,94.99,51,-6.5,14.12128492,0.9701,0.3037,6.5087,5.4157,0.9296,0.4049,5.4957,3.863,0.9109,0.5116,5.2554,2.3734,0.9018,0.3389,5.8803,5.0209,0.8686,0.418,5.0174,3.748,0.7474,0.5876,4.0757,1.9561,1,1,1,2,1.991188088,2.038973761,2.060042233,2.084146348,4.840334636,4.840345702,4.84205947,5.324792584,495.3144848,1.4448,525
-0.215659456,-0.077061477,8.94837842,45.3,77.28,-10.7,14.12128363,0.8151,0.6388,4.0928,1.1553,0.9567,0.2428,6.6026,5.8291,0.9356,0.3242,4.0624,2.7164,0.7087,0.6582,3.7684,1.0435,0.751,0.6462,3.9515,1.7946,0.8134,0.4549,3.92,1.9487,1,2,1,1,1.922102495,2.0394563,2.040499204,2.111741225,4.844416903,5.324737121,4.841156515,4.840837309,538.6737331,1.406,511
-0.209674765,-0.103976175,15.63461658,15.33,314.63,-7.23,14.12127606,0.928,0.4172,5.2994,3.3511,0.9499,0.4159,5.5937,3.2424,0.8688,0.5087,4.8031,2.0569,0.8946,0.4193,5.0576,3.2914,0.8925,0.4264,5.1533,3.1193,0.7207,0.5617,3.859,1.8311,2,2,3,3,1.984996977,1.994769661,2.005479992,2.005567501,5.324347426,5.324396578,5.744902953,5.744963189,654.1913088,1.4448,610
-0.196545813,-0.08619921,8.51520844,0.74,176.37,-7.87,14.12127958,0.9868,0.1018,5.7922,4.607,0.9978,0.0527,6.5838,5.598,0.8425,0.5175,4.4069,0.5147,0.9852,0.1022,5.7803,4.603,0.9969,0.0536,6.5723,5.59,0.6738,0.6438,3.3824,0.1813,1,2,2,3,1.920407509,2.054182562,2.054182562,2.233068293,4.841152487,5.324755528,5.324755431,5.744682514,541.7662453,1.4448,471
-0.228990848,-0.105561476,8.1647093,50.43,165.75,-8.12,14.12128161,0.8111,0.7928,4.1959,0.1094,0.8995,0.4781,5.5197,2.0644,0.8887,0.5305,5.4369,2.3245,0.7321,0.7953,3.6498,0.1992,0.7232,0.6765,3.741,0.6135,0.8091,0.5437,4.589,1.915,1,2,2,4,1.92011484,2.019486321,2.051699783,2.507096528,4.841088669,5.32469792,5.32453579,8.105004949,687.1100373,1.4448,594
-0.210032038,-0.067738141,11.1566583,59.49,135.26,-8.57,14.12128269,0.8039,0.7064,3.9379,0.5151,0.9061,0.5634,4.9617,1.6608,0.9124,0.4744,4.8819,2.602,0.6854,0.6874,3.3267,0.455,0.788,0.6607,3.9846,1.3937,0.802,0.5028,4.1613,2.6218,1,1,2,2,1.970097967,2.004659572,2.122764471,2.1724065,4.840616309,4.840338983,5.324918596,5.324824478,542.5318737,1.4448,468
-0.235680693,-0.092206413,5.00775759,25.61,196.59,-7.94,14.12127967,0.7906,0.6897,3.8319,0.9805,0.8624,0.5417,4.3563,2.1353,0.8,0.6847,3.9682,0.5756,0.6927,0.6933,3.4547,1.0147,0.7681,0.5561,3.9032,1.9844,0.7657,0.6941,3.8513,0.966,1,2,2,4,1.911190728,2.051449488,2.091186266,2.478545541,4.841096963,5.324751291,5.324697092,8.104997812,522.2393962,1.4448,517
-0.208517118,-0.088165945,4.64392997,34.98,231.69,-7.69,14.12128008,0.8972,0.5021,5.0821,1.977,0.8902,0.6281,5.4268,1.121,0.923,0.491,5.2112,2.1204,0.8077,0.526,4.5122,1.7771,0.8332,0.6025,5.0195,1.1498,0.7963,0.5508,4.2224,1.8093,1,2,3,2,1.918755065,2.012951564,2.077973532,2.097546662,4.840750558,5.324431018,5.744900841,5.324529117,579.1415627,1.4448,553
-0.214226149,-0.097829244,13.44769206,24.68,210.92,-7.11,14.12127592,0.9017,0.4952,5.4625,3.0082,0.907,0.4428,5.2293,3.1761,0.9103,0.5225,5.8349,3.4021,0.8278,0.504,4.7522,2.9905,0.8135,0.4788,4.457,2.8499,0.8833,0.5103,5.6158,2.9095,2,2,3,3,1.987692381,1.994093528,2.001078459,2.009969652,5.324310499,5.324226994,5.745005893,5.744878096,589.1575997,1.4448,582
-0.195215063,-0.099439386,12.81778385,24.22,159.52,-6.99,14.12127932,0.9896,0.1061,6.5577,5.8463,0.9928,0.0912,6.8536,6.0717,0.8385,0.6714,4.344,1.7767,0.9733,0.1292,6.4053,5.6466,0.7542,0.6238,4.0176,1.9756,0.9797,0.1177,6.7501,5.7315,1,2,2,3,1.921749463,2.045679594,2.079037758,2.235892216,4.841236912,5.324689495,5.324632175,5.744626581,632.9792393,1.4448,592
-0.171757629,-0.040691675,2.96979093,2.44,62.81,-7.55,14.12128243,0.8961,0.5373,4.5685,2.1833,0.9199,0.5584,4.6424,1.4745,0.9073,0.1978,4.86,4.2429,0.8508,0.5347,4.3949,2.206,0.8183,0.5615,4.2941,1.4019,0.7401,0.6643,3.6648,0.9913,1,1,2,2,1.963202231,1.963202231,2.143543561,2.143543561,4.840399134,4.840398818,5.325641781,5.325641733,506.293969,1.406,474
-0.177223805,-0.043881126,9.76997107,36.97,105.76,-9.38,14.12128081,0.9868,0.3993,6.1863,3.469,0.9592,0.4328,5.7915,3.202,0.9721,0.3703,6.1755,3.9644,0.755,0.5041,4.5696,2.5801,0.9201,0.4191,5.8111,3.3295,0.9233,0.507,5.5539,2.8097,1,1,2,2,1.987471509,2.004688504,2.178842583,2.187365082,4.84028792,4.840274798,5.324777538,5.32484785,495.6411558,1.406,446
-0.235909743,-0.107209133,14.57355426,787.21,115.84,-8.16,14.12128052,0.8439,0.6165,4.7102,2.1147,0.83,0.632,4.7936,1.9259,0.8851,0.5492,4.9642,2.5467,0.7404,0.6161,4.3143,2.0662,0.8026,0.6333,4.4804,1.9365,0.759,0.5668,3.9551,1.993,2,1,2,4,1.92278678,2.018271042,2.189813234,2.364201768,5.324629886,4.840941589,5.325019958,8.104999567,595.4324568,1.4448,568
-0.205486928,-0.102375877,14.95298175,2.41,311.42,-7.12,14.12127595,0.9346,0.4019,5.4274,3.2688,0.956,0.3985,5.784,3.2648,0.8882,0.4684,5.4015,3.8294,0.9022,0.4055,5.1775,3.2245,0.9065,0.4049,5.3818,3.1679,0.7134,0.5581,3.9741,2.1219,2,2,3,3,1.98862993,1.991283506,2.005147625,2.005586947,5.32434197,5.324395166,5.74492349,5.744657684,670.2594012,1.4448,624
-0.213852594,-0.084626314,7.26681683,19.08,169.45,-8.46,14.12128106,0.8605,0.5627,5.0013,2.6393,0.8993,0.4907,5.1972,2.9842,0.8697,0.2765,4.5667,3.432,0.7483,0.5846,4.1248,2.4403,0.8113,0.5094,4.5362,2.6904,0.7524,0.6518,4.3391,1.2985,1,1,2,2,1.938032249,2.048000244,2.062607331,2.100563972,4.841251048,4.843076155,5.324783527,5.324749246,543.3068106,1.4448,510
-0.213185506,-0.102657022,16.72642817,57.31,74.68,-8.24,14.12128607,0.9131,0.4625,6.16,4.3779,0.8875,0.258,5.0971,3.9669,0.8649,0.4982,4.692,2.841,0.8571,0.4704,5.7538,4.1666,0.8178,0.5021,4.4164,2.7895,0.8772,0.2599,5.0329,3.9385,1,2,1,2,1.923331225,1.993113394,2.02826872,2.170845688,4.842733747,5.324682726,4.840892295,5.325070197,616.0327491,1.4448,594
-0.228907232,-0.092249813,7.26101993,12.75,196.23,-7.98,14.12127963,0.8102,0.6826,3.8704,0.9626,0.8451,0.5757,4.2094,1.9595,0.8096,0.7211,3.9348,0.5523,0.7163,0.6875,3.5121,0.9648,0.7585,0.5947,3.7647,1.6134,0.7597,0.732,3.8761,0.812,1,2,2,4,1.905051443,2.05741221,2.097238661,2.484024356,4.84112587,5.324759472,5.324720954,8.104993378,553.1935776,1.4448,504
-0.23489738,-0.104166226,20.31924521,261.57,53.48,-8.4,14.12127888,0.8852,0.5443,5.2715,3.4168,0.8672,0.6635,4.8102,1.6304,0.8919,0.5717,5.295,2.236,0.7182,0.6038,4.0385,2.3346,0.8294,0.6018,4.8102,2.4609,0.7747,0.6226,4.2918,1.5285,2,1,2,4,1.967807409,2.004895259,2.178445547,2.379865122,5.324467794,4.840866698,5.324964263,8.105006667,566.6421426,1.4448,529
-0.221536885,-0.094715031,16.99352459,112.28,42.14,-11.7,14.12127862,0.9115,0.4676,5.7442,4.2506,0.9207,0.618,5.4856,2.8877,0.8348,0.604,4.7631,2.2855,0.7243,0.5733,3.8326,3.4052,0.8748,0.5162,5.6628,3.801,0.7815,0.5933,4.414,2.0603,2,1,2,4,1.973869803,2.00612213,2.18906761,2.385948449,5.324483137,4.840839126,5.325008712,8.105005151,582.2799076,1.4448,561
-0.220548842,-0.09115909,17.06387665,111.54,37.58,-12,14.12127866,0.8954,0.5837,5.5365,3.2571,0.9573,0.4822,6.633,5.2673,0.8152,0.6426,4.8677,1.4789,0.7239,0.5567,3.8499,3.8966,0.7573,0.6026,4.4899,1.8417,0.8286,0.5749,5.3213,3.0064,2,1,2,4,1.974027609,2.004341787,2.181147863,2.388473152,5.324463946,4.840843076,5.324952092,8.105004671,584.0818845,1.4448,533
-0.20942795,-0.101319236,15.74929248,3.51,298.27,-7.22,14.12127588,0.9218,0.4576,5.1741,2.9911,0.9494,0.4287,5.5739,3.2117,0.8701,0.5276,5.0378,3.0516,0.8824,0.4637,4.881,2.9412,0.8891,0.4363,5.0942,3.0757,0.7057,0.6076,3.8467,1.5354,2,2,3,3,1.990744082,1.991552661,2.008026643,2.010907258,5.324369542,5.324357266,5.744933215,5.744918372,640.9328675,1.4448,608
-0.207142199,-0.084026449,7.94531258,9.54,168.59,-7.07,14.12128025,0.942,0.4634,5.3672,3.3538,0.94,0.3733,5.8481,4.6506,0.8378,0.5473,4.6772,1.758,0.8696,0.468,4.8538,3.2254,0.7491,0.5716,4.0585,1.463,0.8363,0.4367,4.8182,3.6264,1,2,2,3,1.918267187,2.015611322,2.097381463,2.124511473,4.841193476,5.324503985,5.324734686,5.744828892,530.9082813,1.4448,518
-0.204272566,-0.084041469,1.72183093,4.15,21.18,-8.17,14.12128133,0.9203,0.4235,6.0894,4.5149,0.9664,0.276,6.8802,5.7042,0.8671,0.2545,4.5309,2.9936,0.84,0.439,5.5312,4.3186,0.9256,0.305,6.3427,5.34,0.6442,0.7035,3.4427,0.932,1,1,2,2,1.957687156,2.010579518,2.07261019,2.077734584,4.841360102,4.842915176,5.324792877,5.3247864,532.2299577,1.4448,512
-0.201541569,-0.061472749,11.1719099,35.13,132.64,-8.09,14.12128204,0.9353,0.5527,5.3049,2.8262,0.866,0.5812,4.8231,1.7312,0.8752,0.6485,5.1966,2.0159,0.7473,0.5809,4.2769,2.461,0.8033,0.5941,4.2804,1.9993,0.856,0.6033,4.8878,2.0753,1,1,2,2,1.981367457,1.987861665,2.16958844,2.177326112,4.840178116,4.840423636,5.324722707,5.325308117,477.6413761,1.4448,444
-0.202036235,-0.062122862,12.46759484,13.4,76.45,-6.95,14.12128376,0.9505,0.5286,5.227,2.7909,0.8853,0.6,4.6325,1.7217,0.9122,0.6031,4.9706,1.7023,0.7596,0.5746,4.2739,2.2395,0.8477,0.5823,4.4786,1.9964,0.8113,0.5549,4.3489,1.9525,1,1,1,2,2.000340971,2.014922579,2.084286209,2.172843759,4.840411385,4.840341038,4.8417696,5.324876821,469.6542739,1.4448,452
-0.208833384,-0.08334096,6.58630526,0.92,28.97,-10.5,14.12128007,0.9571,0.4608,5.4637,3.9152,0.9657,0.3888,6.2284,4.8065,0.8119,0.6599,4.134,1.2838,0.7513,0.5491,4.1067,2.628,0.8353,0.5607,4.4381,2.4568,0.8366,0.506,4.9149,2.8758,1,2,2,3,1.92624635,2.005841719,2.099312745,2.201183545,4.841209666,5.324324773,5.324719541,5.74498654,558.070875,1.4448,485
-0.240982095,-0.097258731,2.23184222,63.95,193.64,-7.94,14.12127971,0.8087,0.688,3.955,0.7368,0.8247,0.6151,4.2327,1.3897,0.7984,0.6892,3.9914,0.2645,0.6937,0.6943,3.4932,0.766,0.7499,0.7303,3.9125,1.0208,0.748,0.6015,3.8612,1.7308,1,2,2,4,1.91116352,2.056603997,2.090884263,2.48335519,4.841318725,5.324790588,5.324713211,8.10499609,518.798062,1.4448,481
-0.221703564,-0.100455359,18.6856941,3.6,9.76,-8.15,14.12128616,0.8953,0.5069,6.3092,4.3712,0.8626,0.4758,5.0265,3.0509,0.8698,0.2505,5.27,3.9977,0.8062,0.5188,5.5714,3.8407,0.7844,0.5157,4.5442,2.5447,0.7466,0.5645,4.4321,2.1239,1,2,1,2,1.925454232,1.97796006,2.025607069,2.176206332,4.842994486,5.324677564,4.840881076,5.324948976,552.6462396,1.4448,521
-0.171220853,-0.043969043,3.2368525,0.02,0.24,-7.36,14.12128353,0.891,0.5501,4.4598,2.0957,0.9166,0.5672,4.5642,1.4305,0.9091,0.1566,4.9256,4.4031,0.8466,0.5491,4.306,2.1135,0.8343,0.5681,4.2699,1.4065,0.7307,0.6693,3.673,1.0254,1,1,2,2,1.959176358,1.959176358,2.102028782,2.102028782,4.84041423,4.840414309,5.325590549,5.325590549,534.1581194,1.406,486
-0.240501786,-0.096840284,4.68133509,50.99,213.73,-8.62,14.1212792,0.8002,0.6461,3.7825,0.8453,0.846,0.5512,4.1212,1.6491,0.8082,0.7007,3.8863,0.4097,0.6955,0.653,3.4074,0.8519,0.7498,0.692,3.6677,0.6153,0.7737,0.5747,3.8347,1.2774,1,2,2,4,1.913021171,2.049353557,2.096145272,2.480072781,4.841247494,5.324832074,5.324814837,8.104993707,516.7054196,1.4448,484
-0.202349457,-0.061460305,10.73888164,20.86,101.74,-7.37,14.12128248,0.9474,0.5381,5.3229,2.8452,0.8865,0.5883,4.8369,1.8507,0.8839,0.6806,5.1662,1.6245,0.7406,0.5954,4.2331,2.148,0.8258,0.5976,4.3725,1.9421,0.8601,0.5968,4.8916,1.9344,1,1,2,2,1.975726702,1.986762442,2.158305354,2.173625773,4.840266102,4.840404508,5.325270009,5.324812013,469.3200914,1.4448,450
-0.230409572,-0.106916556,17.0127554,30.44,351.07,-6.96,14.12127991,0.8579,0.5101,4.6027,3.0362,0.8462,0.4725,4.3231,1.6551,0.831,0.3732,4.0914,2.3538,0.8124,0.5147,4.3103,2.986,0.7564,0.5517,4.0498,1.3968,0.7121,0.61,3.7703,1.8721,1,2,2,4,1.973638771,1.976072873,2.121343442,2.399301148,4.840990961,5.324519766,5.325125691,8.10500866,582.5479897,1.4448,562
-0.230466699,-0.091656486,12.76140201,24.2,201.44,-7.68,14.12128548,0.828,0.639,4.0473,1.1628,0.8633,0.5788,4.3807,2.2241,0.846,0.5857,3.5437,1.5255,0.7241,0.6368,3.6354,1.1727,0.7627,0.5845,3.8944,1.8204,0.7878,0.6005,3.8558,1.3147,1,1,2,2,1.992983191,2.028991375,2.06924624,2.098054813,4.841034879,4.840945223,5.324850772,5.324804806,528.6268491,1.4448,492
-0.234075962,-0.102499138,17.44339543,284.39,50.99,-8.39,14.12127897,0.8834,0.5531,5.1674,3.2114,0.8728,0.65,4.8465,1.7735,0.8564,0.2308,4.5312,3.5401,0.7163,0.6006,4.007,2.3623,0.8313,0.6053,4.7566,2.3675,0.7786,0.6111,4.3475,1.8548,2,1,2,4,1.96844812,2.008023406,2.185807631,2.38090844,5.324477049,4.840960706,5.324983786,8.10500391,567.4304097,1.4448,530
-0.218264696,-0.072015822,14.71033163,48.61,174.32,-8.18,14.12127849,0.7642,0.7608,3.5859,0.9849,0.8205,0.6262,3.9364,0.7243,0.7994,0.2586,3.3472,2.3534,0.6867,0.7647,3.3282,0.978,0.7716,0.6543,3.8149,1.9774,0.7168,0.6252,3.5875,1.6208,1,2,2,4,1.944000257,2.034958722,2.068901641,2.493009827,4.841104387,5.324663295,5.324558341,8.104986519,525.1099978,1.4448,470
-0.216905552,-0.086437234,6.53898119,17.04,173.95,-7.4,14.12128234,0.84,0.6,4.224,0.8964,0.9079,0.5609,5.3924,2.747,0.9218,0.5587,4.6628,1.9343,0.7272,0.602,3.6763,0.834,0.789,0.5818,4.4134,2.0204,0.7458,0.6504,3.7679,0.3074,1,2,2,2,1.933641384,2.01095624,2.026313154,2.072767474,4.840651552,5.324647467,5.324089396,5.324979745,567.7447713,1.4448,517
-0.221893472,-0.087020905,7.04012599,5.4,16.81,-8.07,14.12128121,0.8667,0.5758,5.3161,2.5145,0.9361,0.3024,5.9663,4.5035,0.8041,0.2916,4.3382,2.0148,0.7191,0.6021,4.4743,1.6317,0.8509,0.3505,5.0896,3.887,0.6561,0.7158,3.4995,0.1256,1,1,2,2,1.952921913,2.009340688,2.082189713,2.082189713,4.841356233,4.843174054,5.324740091,5.324741017,505.6683794,1.4448,484
